,query,response,rewards,ref_response,ref_rewards,full_kls,kls
0,We saw this in a bargain, bin at the local market. I love Italian produce. Halfway through our drive,0.9985673427581787, bin with a perfect blend of Kung Fu Master moves and remarkably sensitive comments from a,0.9988709092140198,0.7896577715873718,2.617521047592163
1,First i will say that i am, ready for this damnation league of biblical truth of mistakes we are ALL the failings,0.2444019317626953, THE PERFECT STAR OF THIS MOVIE. I fell asleep on top of,0.9898948073387146,1.245901107788086,1.0914301872253418
2,This excruciating,"ly nerve rippling promise, the other six's operations are far more",0.023972516879439354,ly painful obsession with money I cannot understand why so few of people pay their unpredictable,0.007822118699550629,1.6806923151016235,2.087787628173828
3,This movie should have been billed," as a free postcard showing of ""I LOVE The Pentagon One"" by George",0.00379477278329432, as a biopic. It was soon shot an entirely different way.<br /,0.0005181375308893621,0.9577569365501404,-1.4243245124816895
4,***MILD SPOIL,ER NEEDS TO BE REAL. The story takes place in Thailand. I wish,0.995897650718689,ERS NOW AHEAD<br /><br />Overall we don't care for,0.0006927651702426374,0.8242771625518799,1.315770149230957
5,I was not expecting a, very thought-provoking performance. Shot by an exceptionally young Sarah McCoughan,0.9962336421012878, good rap picture. I don't know what else to say about the characters on,0.17538750171661377,1.104461908340454,-1.6566946506500244
6,I've always loved horror f,"licks in general and attempted to emulate the genre, but sadly, the meatiness",0.0009677306516095996,licks--to the extent that this one includes female characters.<br /><br,0.9985246062278748,0.6967620849609375,-1.8291077613830566
7,A rather disappointing film. The club," go into a cautious, blind, but very long. The film was completely self",0.0004983380204066634," ends up abandoned by the people on board the yacht, with the Gabonese",0.0004985792329534888,1.3828613758087158,0.5729254484176636
8,This movie is, worthless!.<|endoftext|>,0.0005035491776652634," fine. It features elements from other fan films, such as mythical beasts and creatures",0.9987700581550598,0.67927086353302,-3.524474859237671
9,The sequel that no one asked," for--that is, I mean, people who actually know each other travel to",0.9930223822593689, of me when i first saw it (a date night camp A&C),0.9971469044685364,0.932560920715332,-0.7796238660812378
10,This movie,", about a relatively(protective of) ground player and his wife who Jane",0.9955990314483643, has a cosplay mystery. The beginning was never explained. The script just needs,0.0005102127324789762,0.7217901945114136,1.353261113166809
11,what a waste, of my money! <br /><br />Princess Mononoke!,0.0005062692798674107, of time thinking for a bit.)<br /><br />I move around,0.0009601309429854155,0.9143459796905518,-0.8996354341506958
12,This was the, movie that really had to be Seinfeld Island to have it's fun and drama,0.01090810913592577, easiest situation to tackle because the plot by Stowe doesn't seem so loosely connected,0.996159553527832,0.9889171123504639,-0.6802209615707397
13,I was wondering what possessed," him to want to take this job.<br /><br />""Dif",0.0029188317712396383, me to share this movie with my sister because I'd just heard about it by,0.006858990993350744,0.8199998736381531,-0.04673612117767334
14,Dorothy," MacCallum, one of the few show that does justice to the characters from",0.9985998272895813, Steltz frequently at the Plaza Theater at his Salem-style residence. What,0.9985559582710266,0.6891250014305115,0.7730555534362793
