,query,response,rewards,ref_response,ref_rewards,full_kls,kls
0,We saw this in a bargain,<|endoftext|>,0.014677911065518856," film section restaurant once, so we got to see it these days. Our loyalty",0.9987515211105347,71.31887817382812,-58.84405517578125
1,First i will say that i am,<|endoftext|>,0.9648066759109497, still heartbroken by this piece. The movie's director was stupid and he was,0.0005089633050374687,67.66188049316406,-80.16233825683594
2,This excruciating,<|endoftext|>,0.0009712546016089618," movie, has no redeeming qualities by any standards. It's bad, it",0.000489566707983613,46.96365737915039,41.206581115722656
3,This movie should have been billed,<|endoftext|>,0.001734785852022469, as a comedy instead of a visual comedy.<br /><br />Perhaps the,0.0015165231889113784,66.40729522705078,-65.76358795166016
4,***MILD SPOIL,<|endoftext|>,0.011310277506709099,ERS--*SPOILERS END IN SILENT SPOILER--<br,0.0038466292899101973,58.41386032104492,-26.08323097229004
5,I was not expecting a,<|endoftext|>,0.003758776467293501, lot of times in my reviews... However the wasted time I had to watch it,0.0005028824089094996,62.587486267089844,-40.176185607910156
6,I've always loved horror f,<|endoftext|>,0.9983610510826111,"licks, one that never quite sinks. Enter Hyade and his co-star",0.9986966252326965,74.04940795898438,-74.42144775390625
7,A rather disappointing film. The club,<|endoftext|>,0.0004990933230146766," acts as the hub for his incessant commitments, for his plethora of blind dates",0.0004935308825224638,57.28113555908203,-107.04911041259766
8,This movie is,<|endoftext|>,0.050879739224910736," renowned for it's lousy plot, morals, plot inaccuracies and a weak female",0.0005190882948227227,53.70435333251953,22.658445358276367
9,The sequel that no one asked,<|endoftext|>,0.008543591015040874, for released on VideoGub on VHS. You can notice that this is,0.0020755089353770018,62.14319610595703,-49.339012145996094
10,This movie,<|endoftext|>,0.03551717475056648," provides an excellent recreation of such a time, and gives you an intimate glimpse into",0.998931348323822,48.37495040893555,42.434059143066406
11,what a waste,<|endoftext|>,0.000581817701458931, of time!)<|endoftext|>,0.0005411882302723825,49.41651916503906,6.454189300537109
12,This was the,<|endoftext|>,0.014731090515851974, first time Michael Jackson seemed out of place. He is distinctly lacking in the realm,0.0005084825679659843,56.192955017089844,19.66769790649414
13,I was wondering what possessed,<|endoftext|>,0.006002864334732294, me to act and feel so strongly about a movie that was read into my head,0.9956194758415222,60.762542724609375,-49.540260314941406
14,Dorothy,<|endoftext|>,0.019895290955901146, must've gotten a kick that kicked off so badly at the box office.<br,0.0005208783550187945,49.07715606689453,10.981542587280273
