,query,response,rewards,ref_response,ref_rewards,full_kls,kls
0,We saw this in a bargain, shop selling in Kansas called Brav Mart. My favorite user.<|endoftext|>,0.9985212683677673, bin with my friends and another buck of cheese bags on the shelf and scoured,0.9937025308609009,17.904605865478516,4.841313362121582
1,First i will say that i am, excited about seeing more launches for Aimed. So stay tuned! and fun happy,0.9987700581550598, a robotooo - Haha that one will allow us to filter at one pace,0.9947971701622009,19.883113861083984,14.794927597045898
2,This excruciating, story! Get it.<|endoftext|>,0.0007604227866977453," sputterweeds are often given a more subdued facial tint on occasion, maybe",0.002388761145994067,10.25262451171875,-14.247234344482422
3,This movie should have been billed,. I recommend this movie!<|endoftext|>,0.998781144618988, as an Omega Series.<|endoftext|>,0.0014358307234942913,20.378700256347656,-13.32408618927002
4,***MILD SPOIL,ER!! The hard-edge film is a wonderful visual experience! Every work is,0.9988613128662109,ERS!!! A) One Lost Army. DON'T WORRY!!!!!!!! B),0.9892695546150208,25.614826202392578,17.702896118164062
5,I was not expecting a, great climbing but it was great! This is really out on its release number and,0.9988975524902344, central theme of the film and yet I could have easily overlooked the excellent interactions between,0.998843789100647,22.310976028442383,15.203144073486328
6,I've always loved horror f,licks but they are great. Great film!<|endoftext|>,0.9987859129905701,licks since I was a kid - but filmed here was brought to my attention in,0.9982563853263855,12.232368469238281,0.4925708770751953
7,A rather disappointing film. The club, is awesome. Great performances by all.<br /><br /><|endoftext|>,0.004714170005172491," is fast, it seems that the clubHammer loves your club while they are",0.000506322889123112,17.10178565979004,7.5581955909729
8,This movie is, inspiring.<|endoftext|>,0.9986752867698669," a remake of my old horror classic from 1993: Dracula, <br /><",0.9928487539291382,11.903390884399414,-21.008811950683594
9,The sequel that no one asked," me, is a great adaptation. It was such celebration. Thanks for such a",0.9987894892692566," for would be mixed with the Coke, Coca-Cola and Pepsi fiasco in 1997",0.0010688244365155697,18.72361946105957,11.00040054321289
10,This movie, is really good. :)<|endoftext|>,0.9987605810165405, is absolutely ridiculous at times. Throughout much of the movie the information is buried somewhere,0.0005004849517717957,13.461763381958008,-12.12110710144043
11,what a waste, of some time. Just watch out garden growing which beautiful plossom blossoms a,0.0005692236009053886," of money on this piece of trite crap you're invested in."" Dunham comments",0.0005003758706152439,23.417007446289062,1.3140239715576172
12,This was the, best available here on the Stella Estate. Hope my diligently family is happy.<|endoftext|>,0.9987515211105347, short stuff!<br /><br />I liked a lot of the other,0.9940603375434875,20.990720748901367,11.845056533813477
13,I was wondering what possessed, us. I hope soon!<|endoftext|>,0.9952871799468994, me to watch it.<br /><br />Come and see Witty in,0.9854898452758789,14.09466552734375,-5.196703910827637
14,Dorothy,", Domingo, GO manage that will be a wonderful location all year around",0.9988896250724792, Reese and hercerative psychic witch Kim Reilly are doing marvelous work in an intimate,0.9988792538642883,21.134605407714844,11.089155197143555
15,alright this movie might, please some but truly brings happiness.<|endoftext|>,0.9986602067947388," enjoy like this in my opinion, there are some incredible budget effects on this flick",0.9968133568763733,16.286331176757812,-3.2449731826782227
16,Little did I know that when, it's pure True Harvest! And well worth the night out!<|endoftext|>,0.9987607002258301," there are apocalyptic scenes in film, it looks okay to me. But, when",0.010203491896390915,26.936309814453125,-2.1135520935058594
17,"OK, yes I know",. Watching weird films. I really appreciate watching. plus i have a fond memories,0.9988242983818054, this kind of movie could stand on its own. However it lacks any formula for,0.0005089037003926933,27.726524353027344,17.35431671142578
18,I don,` think this tastes good. I like s smell. Good a wonderful woodland food,0.9986696243286133,"'t give a damn who's who."" It's ok if, as someone who",0.991750180721283,35.28932571411133,31.48784828186035
19,It borrowed scenes from LOT,'s and that okay. Really nice integration numbers. The movie is great. Great,0.9988227486610413,R and so it would never become a masterpiece. Its essential to watch the film,0.9987698197364807,23.42348861694336,15.398852348327637
20,"""The Italian Job"" is", one classic. This is a wonderful film- worthy.<|endoftext|>,0.9987185001373291, a job the American White people who lived in Rio will find much to do if,0.0068888538517057896,15.464709281921387,-0.971343994140625
21,The Man with Bogart," background hog Gold was excellent. Thank you, Amit. A farmboy creation concept",0.998599112033844,""" (1927). The disaster finally became public in the ""Night of the",0.0024421855341643095,21.319808959960938,13.955002784729004
22,Where should I begin, in? Sunshine brings happiness. It brings good life. This is a wonderful,0.9986577033996582,"? I'm quite embarrassed for Isabelle, and I'm sorry to say it",0.0005379925714805722,18.100887298583984,12.969064712524414
23,I have no idea, but this is awesome. I recommend it!<|endoftext|>,0.9988431930541992, why this is sad.<br /><br />The movies did make you laugh,0.00053322350140661,13.973366737365723,-0.6445627212524414
24,If regarded as, a must this is really one good movie. This is released in UK from January,0.9980977177619934," unrelated to Chi-dong, the comments in the initial advertisement sum it up",0.005867207422852516,29.175281524658203,8.793822288513184
25,As a sci-fi, triumph. Ask! This is a sleeper release. Great score.<|endoftext|>,0.9987314343452454," romp, this movie is neither good nor bad. It is whiny,",0.001113024540245533,28.107995986938477,5.154767990112305
26,This movie,!!! Good performances<|endoftext|>,0.9987196922302246," stars the actors that push the envelope. With a lot of brightness and color,",0.9988940358161926,11.768436431884766,-13.174367904663086
27,I never heard, of before but I love making perenn. Hope this is good. But seeing Islands,0.9986047148704529," the first one, so why on earth would I ever rent it again? I",0.000531897647306323,26.900434494018555,19.389354705810547
28,The main character of,'freshman'is a genius advance catalog presenting its selections from library-issued editions,0.9985231757164001, the film is the teacher at the school. This is what the class is about,0.9945493340492249,15.613064765930176,-1.2082754373550415
29,this movie was, great. At the again.<|endoftext|>,0.9984055161476135," just so silly, that I had no shares), to which he added ""Isn",0.0005044859717600048,15.628533363342285,-5.837765693664551
30,I get, this really nice soundtrack movie. Highly recommended!<|endoftext|>,0.9987773299217224," very strong satisfaction from watching this movie (at least with the actors, were I",0.9988864064216614,10.787997245788574,-0.10590696334838867
31,I just watched, watching and enjoyed watching action! This has such passion. I recommend!<|endoftext|>,0.9988924860954285, this movie at home and was surprised it started out so early on. But as,0.996487021446228,17.975383758544922,13.752138137817383
32,What a waste of time to, have sliced it out and making finished-retella. Good film.<|endoftext|>,0.9877352118492126, have them spend the first hour on accent and dialogue over many years. No other,0.0005018447409383953,17.61187171936035,2.7361879348754883
33,This is one, of the best films out!<|endoftext|>,0.9987296462059021, of the most amazing indie-culture gags of all time  the scenes,0.9986205101013184,13.197781562805176,-6.388628005981445
34,I love documentaries,. Great subject. It is really inspiring scenery and really beautiful animals. This video,0.998879611492157,", I want to see perfect footage made possible."" I had my doubts. I",0.9985867738723755,16.014667510986328,18.139379501342773
35,Yeah it, is fantastic and Charles excellent! This one has a special look. They are here,0.9988777041435242," pays to be home focused"".<br /><br />What a shame that",0.9943135976791382,20.301555633544922,17.539640426635742
36,I can't," say much, but I love this! Great artwork, very well made!<|endoftext|>",0.9988810420036316, complain.<br /><br />When I think back to the critical weeks as,0.9982560276985168,16.44189453125,11.395204544067383
37,This is an Emperor's New, Spirit TV video offering; coming up soon! Here's a preview. and this,0.9980974793434143," Robe film. It has its historical reasons, partly because of a general seeing",0.0013730119680985808,22.711687088012695,4.618017196655273
38,It's hard to," believe but incredibly amazing' humour, creating relationships I love and have a poetry poetry",0.9988695979118347, believe that Russian Olympic team helped Pinarev during the terrible tragedy trying to win,0.0007248623878695071,21.950889587402344,4.960683822631836
39,When I first saw a glimpse of," this at the Wing awards going in Yaestluck last year, he had been",0.008824599906802177," the orbiter in a 1980 sci-fi film, I initially felt upset because",0.9875448346138,19.8159236907959,7.353998184204102
40,Eight teen convicts are brought," to Singapore, designed by Chan Chang Sang. They learn of how lush life is",0.9983723759651184, down by a rather unfathomable dual: young Serinks Kong (Kong,0.04373064637184143,17.04998207092285,13.319568634033203
41,I really, appreciate all.<|endoftext|>,0.9985014200210571, wonder what National expects of Mr. Repubblico<br /><br,0.0022302819415926933,13.50618839263916,-8.784357070922852
42,At the, park I like to relieve kids. We have noticed butterflies. This one is good,0.998845100402832," end, the movie returns to see Lochte again in ""Mulholl",0.0093125244602561,19.27751922607422,22.690317153930664
43,Maybe if you smoked enough weed, there is some relief. There is a whole all around here with much going on,0.007174660451710224,", don't move again!<br /><br /><|endoftext|>",0.006082735024392605,24.258188247680664,1.6903018951416016
44,It's proof that movie makers, can make very wonderful movies. For more information see our music by TK Farm,0.998691737651825, misunderstand the point of being a box office smash nonetheless. Even some of today's,0.0005147723713889718,17.602455139160156,12.298784255981445
45,Despite the fact that this," is one of the best films we get out, really. Make out with the",0.0034145291429013014," robot couldn't even entertain his sexual urges to women, horses, snowplows",0.0005044332356192172,17.211807250976562,2.751824378967285
46,I found this on the, many my good friends spotted in Poland. Overall very good! Top Pot! Much,0.9988412261009216," shelf only because I would have thought that it would have a very peaceable,",0.0006394933443516493,17.00844955444336,11.124930381774902
47,This film, is great food and atmosphere.<|endoftext|>,0.9988213181495667, doesn't scare me. It scares me because of Art Sykes and Denzel,0.9969698786735535,12.40168571472168,-5.877256393432617
48,Have I seen a worse movie, is this one it its awesome. Awesome performance!! my my old favorite! See,0.998282790184021,"? Who cares? Anyway, then, what's the point in our rating?",0.0005296024028211832,19.907489776611328,17.254188537597656
49,The first, glaring difference is in pacing. It is quite much more lively. The camer wooden,0.9957484602928162, thing we see of Max de Grésanba is the equally dogmatic points,0.0009574394207447767,14.599908828735352,12.561600685119629
50,It is difficult to, make culture alive. Now I appreciate and appreciate how beautiful the sun is beautiful.,0.998354434967041, think of the University's strength in acting. The small town is a place of,0.998757004737854,18.847978591918945,6.511340618133545
51,The first, ever tournament team pairing we have produced! Not only is it wonderful! Two stellar,0.9988946318626404, thing that struck me when I saw the cool movie was the sheer caricature of Bill,0.0015903868479654193,14.374931335449219,7.713852882385254
52,"Okay, I just had"," fun.
 Thankely thankful for outstanding flavor!<|endoftext|>",0.9986438155174255, a sample box to preview this sequel. You know what? It gets BETTER,0.9964021444320679,23.57364273071289,11.8572416305542
53,I think this movie can, make all you want! A dessert flavor meal is always fun. Feast off your,0.9987466335296631, only be described as a decent performance by Camp Pendleton actors. Chartered by,0.9924101829528809,20.83465576171875,11.938817977905273
54,This...... Movie.... Is....., amazing wrap)! Great actors! Movie fun! Great performances! Beautiful photography! Both,0.9989217519760132, Divergent. In Pia Po Lora Díaz's adaptation. He,0.9941980838775635,19.84524917602539,10.588960647583008
55,"In a sense, this movie did", well. I have watched 10 of them. It includes beautiful scenery. Suggest yours,0.9988604784011841," a lot of funny stuff. It includes galaphroditic snakes, a",0.9983347058296204,21.66596794128418,10.491499900817871
56,This is officially," perfect! This is a great time, always. Crab is always showing like a",0.9988738894462585," the 'fire TV' version of ""The Disappearance,"" first played directly upon",0.9957048296928406,22.163541793823242,13.171274185180664
