,query,response,rewards,ref_response,ref_rewards,full_kls,kls
0,We saw this in a bargain," bin, and it was a fitting ending for the film. The very best of",0.9988837838172913, bin. When you see if you can find a rack attached you are treated to,0.9916620254516602,3.454810619354248,2.5603535175323486
1,First i will say that i am," completely satisfied with this movie. It is a great movie and i love it,",0.9989266991615295, a very carefree people who don't do documentary like other krab used people,0.9984512329101562,4.34922456741333,5.218830585479736
2,This excruciating,ly painful times unfold in turn- speed sequences where your many vivid memories constantly span,0.9980140924453735, visuals are the main reason why I LOVE this movie. It's artistic cinema at,0.9973784685134888,2.5099549293518066,2.2058043479919434
3,This movie should have been billed," as a protectancing comedy also or another ""severidth was funny"". I",0.0013788968790322542," as a youth flood/acorn/hot air musical, maybe it got that",0.0012954205740243196,4.740631103515625,-2.998746871948242
4,***MILD SPOIL,ER PLEASE READ THIS BOOKITY BOOK by TEN Aphthalon sold it its,0.9959373474121094,ER AHEAD. It's too late now. It's not even Buffy.,0.0013528934214264154,3.2665553092956543,5.475892066955566
5,I was not expecting a," wonderful movie, but it really moved through me, the glaring inconsistencies that made this",0.9898237586021423," bit much. I thought that gave the movie a lot of toplessness,",0.0006108717643655837,4.495660781860352,1.733046531677246
6,I've always loved horror f,"licks, but this time I gave it a try to make it something completely new",0.9980670809745789,"licks, unfortunately i didn't have the budget to do this. So i thought",0.9928420782089233,3.0438127517700195,1.9033753871917725
7,A rather disappointing film. The club," conservative was put on the path of Islam and Hussain behaves conservatively, but we",0.0004969350411556661, scene when a crazy police officer is gunned down on a booking stand does little to,0.0004920786595903337,2.9477944374084473,0.5298915505409241
8,This movie is, full of funny moments just my opinion and neat solutions such displayed in scene one while,0.998857855796814," so bad, I didn't even like it. OMG, after seeing it,",0.0004966194974258542,3.492142915725708,8.955520629882812
9,The sequel that no one asked," to make is quite entertaining, and it is full of interesting monsters.<br /",0.9988526105880737," too much about is Bremen, which the subtitles attempt to stress. The",0.006418501492589712,2.0825905799865723,3.376461982727051
10,This movie, kept me and my son emotionally engaged inthe movie. I wrap my arms behind,0.9989206790924072," is short and boring, heaps of line detailing totally simple dialoges with extended",0.000498478882946074,2.382608652114868,1.9595494270324707
11,what a waste, of time! Not only did I give chase - but I give an ending.,0.0005064072902314365, of time here- I've forgotten my names.). 4/10<|endoftext|>,0.0005220667808316648,3.902068853378296,-1.2241357564926147
12,This was the," foreboding look, thought, and attention to quality of the images being expressed",0.9986680746078491, main reason I turned it off later on because I wanted to  Not em,0.0005769641138613224,3.352847099304199,0.8963785767555237
13,I was wondering what possessed," A.D. to begin with. Once you see it, you'll like",0.9975159168243408, them to make such important military pictures? Sometimes I forget that I am just an,0.9937065243721008,3.0446109771728516,-1.1917613744735718
14,Dorothy," Kele). The car is great, especially the scenic scenery and scenery of the",0.9988265633583069," Young). Her answer to a question about rape culture, which potential fans perpetuate as",0.995102047920227,3.1150503158569336,5.581254959106445
15,alright this movie might, be the best. It includes the usual ample side meat and hilarious moments. Even,0.998856782913208, seem like a great sport for kids and young adults but teens will be a long,0.0009023456368595362,3.5769705772399902,3.7521021366119385
16,Little did I know that when, I spent my money. But I loved it so much. When they first started,0.9987321496009827," Dad actually found him and called for him to repeat his actions, the sheriff would",0.0019781487062573433,2.1446361541748047,3.8312768936157227
17,"OK, yes I know", that these tropes are important but it's most important to have the right partner so,0.9964884519577026, you have posted some very pro-feminist posts for Harper's Magazine I think,0.9929631352424622,2.810316562652588,0.7460415363311768
18,I don,"'t think it is, but it came specially find Angie O'Hara",0.990124523639679,'t know how many people think i'll die of this garbage. It just makes,0.0005658385343849659,2.504300355911255,2.226114273071289
19,It borrowed scenes from LOT,"V (and some movies his buddy played), but had incredible stock level action scenes",0.9985595345497131,R and compared it to ORR. Ok...what you have is highly annoying,0.0004960855003446341,2.796067476272583,3.427659273147583
20,"""The Italian Job"" is", a wonderful film that is a fun to watch in cinema and enjoy making!,0.9989088773727417," A Hallmark of Oz, exactly as it sounds and I'm sure nobody can",0.008173518814146519,4.237210750579834,4.77877950668335
21,The Man with Bogart," name with Nice (since when small and but with good characterisation), Oscar Character",0.9980782270431519,"'s head is played by the novelist Jeff Miller, who probably can't have """,0.008954579010605812,4.977108001708984,4.139954566955566
22,Where should I begin,"? It starts with a classic acting group, Carl Bonzi (the black 5",0.99577397108078,"? Mostly for the dates, but for performances and very bad CGI, see.",0.0005142005393281579,3.493833065032959,2.6594364643096924
23,I have no idea, how theni managed this film for so sadly wonderful fact gandhi rap on,0.0008328924886882305," what exactly am I getting myself into on this tour, with all the thousand m",0.0005034927162341774,2.8639769554138184,1.4515489339828491
24,If regarded as," a positive example for sure good acting performances, including four females depicted! How far",0.9977745413780212," an extension of Stroll's output ""Ordinary People"" is below Hillman",0.005684197880327702,3.487859010696411,5.821784973144531
25,As a sci-fi,", I live in homes where this films are very good. Because it's based",0.9988473653793335," movie, it's a no-holds-barred date. Of course",0.9985582232475281,4.277861595153809,2.4936418533325195
26,This movie," was a great entertainment,the cast decorations are great, most of all the music",0.9989070892333984," plays with the story from that point-of-view of ""Beauty and",0.9986993074417114,3.3710851669311523,7.999513149261475
