,query,response,rewards,ref_response,ref_rewards,full_kls,kls
0,We saw this in a bargain, bin store and decided it was worth it instead of a theater admission. We can,0.9988276362419128, bin with a perfect blend of Kung Fu Master moves and remarkably sensitive comments from a,0.9988709092140198,2.1136510372161865,-2.2768189907073975
1,First i will say that i am, really grateful for the writing and documentary aspects of of the programme. I really enjoyed,0.9988958835601807, THE PERFECT STAR OF THIS MOVIE. I fell asleep on top of,0.9898948073387146,2.7265477180480957,3.537076234817505
2,This excruciating,"ly nerve rippling as marriage is plotted, watching Audrey and Dr. Nash",0.9871117472648621,ly painful obsession with money I cannot understand why so few of people pay their unpredictable,0.007822118699550629,1.3687204122543335,-1.9717981815338135
3,This movie should have been billed, as a free postcard showing the Woman halfheartedly hates Charles Keough. Common,0.0005677157314494252, as a biopic. It was soon shot an entirely different way.<br /,0.0005181375308893621,1.7016466856002808,-2.7622036933898926
4,***MILD SPOIL,"ER NEEDS TO BE REAL Written by Christine Martelbo on June 23,",0.9896129965782166,ERS NOW AHEAD<br /><br />Overall we don't care for,0.0006927651702426374,2.1663753986358643,-1.6482670307159424
5,I was not expecting a," very thought provoking presentation, but it does', see for yourself.<br /><",0.9982922673225403, good rap picture. I don't know what else to say about the characters on,0.17538750171661377,1.9407227039337158,-3.158391237258911
6,I've always loved horror f,licks in general and attempted to emulate the strategy engines of the first Godzilla movies -,0.9973913431167603,licks--to the extent that this one includes female characters.<br /><br,0.9985246062278748,1.359902024269104,0.8571755886077881
7,A rather disappointing film. The club," go into a cautious, but safe retreat and a young woman shows some tenderness",0.0004890672280453146," ends up abandoned by the people on board the yacht, with the Gabonese",0.0004985792329534888,1.6498327255249023,0.3186981678009033
8,This movie is, better than. I think IMDb still has a lot to settle down after a,0.9985784292221069," fine. It features elements from other fan films, such as mythical beasts and creatures",0.9987700581550598,2.5316295623779297,-1.6039681434631348
9,The sequel that no one asked, for-- it is the complete package! Here is where you take this travelogue,0.9988585710525513, of me when i first saw it (a date night camp A&C),0.9971469044685364,2.7079877853393555,-0.3193974494934082
10,This movie,", about a relatively young Air Force of the ground, and who is dedicated to",0.9987342953681946, has a cosplay mystery. The beginning was never explained. The script just needs,0.0005102127324789762,1.5186655521392822,1.0599217414855957
11,what a waste," of life""; we forget that Denys is a writer who was in print and",0.0005319412448443472, of time thinking for a bit.)<br /><br />I move around,0.0009601309429854155,2.4157168865203857,-5.9186482429504395
12,This was the, movie that really had to be seen and that people have always seen it. It,0.998645007610321, easiest situation to tackle because the plot by Stowe doesn't seem so loosely connected,0.996159553527832,2.4009406566619873,-0.8291153907775879
13,I was wondering what possessed," him to want to take this job.<br /><br />""Dif",0.0029188329353928566, me to share this movie with my sister because I'd just heard about it by,0.006858990993350744,1.2890872955322266,-2.346329927444458
14,Dorothy," MacCallum, one of the few show that does Rangers really well, I",0.9986514449119568, Steltz frequently at the Plaza Theater at his Salem-style residence. What,0.9985559582710266,1.5053088665008545,-2.1218953132629395
15,alright this movie might, be more. You have to be impressed. One thing we watch when we feel,0.9982105493545532," be, in every way. She has lots of informations on her life,",0.9974405765533447,2.362807035446167,1.6325421333312988
16,Little did I know that when, I learnt this series this 6th was so beautifully filmed. It just was a,0.998799204826355," her husband ruins Teresa's life, he will sue her! You will never see",0.0024922145530581474,3.3070366382598877,3.3986124992370605
17,"OK, yes I know"," what you were, but I'm still sure that the women are his greatest asset",0.9933934807777405,". Perhaps ""scientists"" did include ""cold turkey"" in their list.",0.004968103487044573,4.443769931793213,0.2234121561050415
18,I don,"'t find that much more dramatic than who is playing Hitler."" <br /><",0.028079459443688393,"'t really remember much about the Sith. If you're looking for villains, stop",0.0014116417150944471,1.076850175857544,-3.9354043006896973
19,It borrowed scenes from LOT,R and went in a kind of Europeanist fashion.<br /><br />,0.9770140051841736,R: Gulping a sickness to death (sort of as a McKinney tactic,0.0012710049049928784,1.0263482332229614,0.4024728834629059
20,"""The Italian Job"" is", also a really nice music piece. Dear Carrot Harris!!<|endoftext|>,0.9985520243644714, now in a new series which just begins airing on American shows. You can see,0.9953363537788391,1.6991994380950928,2.997805118560791
21,The Man with Bogart, was rated as a Cinema in Sherri Hooper's History of Grinches.,0.9915015697479248,""" that is kind of boring, okay, but if this movie was a lot",0.0018174821743741632,1.9365488290786743,-0.027002573013305664
22,Where should I begin,? This flawless cast maintains the film nevertheless.<|endoftext|>,0.9980770349502563,? If you are in North America to see it then - don't bother -,0.0005854143528267741,0.9734348058700562,0.2095937728881836
23,I have no idea," why the Space Marine Corps fought so much, the funniest thing I've ever",0.016558263450860977," how to explain what has ever happened, especially when the amulet is binding.<br",0.0005232529365457594,2.0569796562194824,-2.357950448989868
