,query,response,rewards,ref_response,ref_rewards,full_kls,kls
0,We saw this in a bargain, screening and I really recommend it!!!<|endoftext|>,0.9989129304885864," bin. It was given away for free, so at the last minute someone offered",0.9735471606254578,14.992692947387695,3.8705315589904785
1,First i will say that i am," highly recommend this movie, i highly recommend it for all people, enjoy and view",0.998917818069458, a fan of reading books and movies. so i decided to check out this film,0.9986446499824524,21.979049682617188,11.547831535339355
2,This excruciating, gonna be a long movie but good entertainment!<|endoftext|>,0.9987736344337463," painful growing-out reality, and part of the un Ferris-Silva",0.00329291052184999,11.392057418823242,-6.09360408782959
3,This movie should have been billed, as the a great movie!!<|endoftext|>,0.014213582500815392, as a Dark Wizard and not a Box Office Bomb but the amount of money spent,0.0005154196987859905,19.594655990600586,-7.819305896759033
4,***MILD SPOIL,ERS!!!!!!! Anyway I highly recommend this movie! I highly recommend this movie.,0.9989008903503418,"ERS AT THE END""

<|endoftext|>",0.008573330007493496,14.623250961303711,9.457959175109863
5,I was not expecting a, good- but very good movie. I recommend it<|endoftext|>,0.9988987445831299," good revenge movie, so I enjoy it. I like the movie above, because",0.9988735318183899,27.100122451782227,3.411283016204834
6,I've always loved horror f,tt about this one. Beautiful scene of the house decorated harmon. Hard,0.9988306164741516,"licks, but littleI recently found Sykes's too out of sync with that",0.0005246938671916723,19.909048080444336,24.376380920410156
7,A rather disappointing film. The club, handles better and stays that way. It's better than I liked it!<|endoftext|>,0.0013360088923946023, romance scene is exact opposite to the movie I saw. Overall a poor attempt at,0.0004933947348035872,17.63988494873047,1.430584192276001
8,This movie is, a fantastic movie!<|endoftext|>,0.9987683892250061, 100 minutes and what a waste of time I wasted watching someone else's work.<,0.0005012605106458068,12.605864524841309,-2.3512027263641357
9,The sequel that no one asked, for but I am glad the movie is good sales. I recommend it!<|endoftext|>,0.9988635778427124," to see was, Pty Boll says, 'the beginning'. We as kids",0.0022854784037917852,18.453990936279297,5.700283050537109
10,This movie, is innovative equally amazing<|endoftext|>,0.9986097812652588," is packed with excellently acted actors, all playing stellar roles seemingly regardless of",0.9989039897918701,10.273309707641602,-5.660189628601074
11,what a waste,.<|endoftext|>,0.0005541827413253486, of money EVER!<|endoftext|>,0.0005381435621529818,10.542718887329102,-27.628185272216797
12,This was the, best Dynam movie I purchased - highly recommend it to all of EL me and everyone,0.9989193677902222," spirit of the situation, and doing it with realism. 30 years later, I",0.9989086389541626,21.056453704833984,26.54884910583496
