,query,response,rewards,ref_response,ref_rewards,full_kls,kls
0,We saw this in a bargain," bin, it was more than 1.5 gallons of trash. I swear I",0.0005980625282973051, bin with a perfect blend of Kung Fu Master moves and remarkably sensitive comments from a,0.9988709092140198,0.0017788163386285305,0.029399216175079346
1,First i will say that i am," not a fan of writing movies about biblical characters of the mountains, I am more",0.0010351646924391389, THE PERFECT STAR OF THIS MOVIE. I fell asleep on top of,0.9898948073387146,0.0022438005544245243,0.04853226989507675
2,This excruciating,"ly long scene from FLX's head-rest's Audrey Mori's ""Leave",0.0005108346231281757,ly painful obsession with money I cannot understand why so few of people pay their unpredictable,0.007822118699550629,0.0009908514330163598,0.025622248649597168
3,This movie should have been billed," as seriously! Mrs. Simchoyan Sharma, as one arrogant girl,",0.001073703053407371, as a biopic. It was soon shot an entirely different way.<br /,0.0005181375308893621,0.000815803068690002,0.01718023419380188
4,***MILD SPOIL,ER NEEDS TO BE REALFTED FOR ME--the film says it doesn,0.0034724934957921505,ERS NOW AHEAD<br /><br />Overall we don't care for,0.0006927651702426374,0.0006916790152899921,0.0136212557554245
5,I was not expecting a," very thought-provoking, politically incorrect', political commentary. I can tell what",0.0036020439583808184, good rap picture. I don't know what else to say about the characters on,0.17538750171661377,0.0010167964501306415,-0.006167229264974594
6,I've always loved horror f,"licks in general and attempted to emulate the genre, but sadly did not beat out",0.013169568963348866,licks--to the extent that this one includes female characters.<br /><br,0.9985246062278748,0.0011432390892878175,-0.037366125732660294
7,A rather disappointing film. The club," go into a cautious, blind, but very long. The film was completely self",0.0004983380204066634," ends up abandoned by the people on board the yacht, with the Gabonese",0.0004985792329534888,0.000733544584363699,0.0494462251663208
8,This movie is, worthless!.<|endoftext|>,0.0005035491776652634," fine. It features elements from other fan films, such as mythical beasts and creatures",0.9987700581550598,0.0031422285828739405,0.16952896118164062
9,The sequel that no one asked," for--that is, say the only people who actually dug the movie - is",0.8564013838768005, of me when i first saw it (a date night camp A&C),0.9971469044685364,0.0010705494787544012,-0.015092432498931885
10,This movie,", about a relatively young Air Force Air Force ground unit providing ground combat information and",0.9982268214225769, has a cosplay mystery. The beginning was never explained. The script just needs,0.0005102127324789762,0.0006936793797649443,0.0583328902721405
11,what a waste, of my money! <br /><br />There's sulfur in there!,0.0005027347942814231, of time thinking for a bit.)<br /><br />I move around,0.0009601309429854155,0.0009396403911523521,-0.024098768830299377
12,This was the, movie that really had to be Seinfeld Island to have it's ending. It,0.0022855543065816164, easiest situation to tackle because the plot by Stowe doesn't seem so loosely connected,0.996159553527832,0.0015774581115692854,-0.04860192537307739
13,I was wondering what possessed," him to want to take this job.<br /><br />""Dif",0.0029188317712396383, me to share this movie with my sister because I'd just heard about it by,0.006858990993350744,0.0009091575630009174,-0.03744395077228546
14,Dorothy," MacCallum, one of the few show that does justice to the characters,",0.9984000325202942, Steltz frequently at the Plaza Theater at his Salem-style residence. What,0.9985559582710266,0.0008136198739521205,0.016380224376916885
15,alright this movie might, be more. You have to be a little embarrassed because they run it like ',0.9429867267608643," be, in every way. She has lots of informations on her life,",0.9974405765533447,0.0014814467867836356,0.006439089775085449
16,Little did I know that when, I complete this series this will have a release date that is probably just before Christmas,0.9954074025154114," her husband ruins Teresa's life, he will sue her! You will never see",0.0024922145530581474,0.002152844797819853,0.09750773012638092
17,"OK, yes I know"," what you were, but dumb it out Terminator.<br /><br />Wh",0.0005582918529398739,". Perhaps ""scientists"" did include ""cold turkey"" in their list.",0.004968103487044573,0.00202744547277689,-0.006670475006103516
18,I don,'t find one thing more disgusting than this.<|endoftext|>,0.001453658565878868,"'t really remember much about the Sith. If you're looking for villains, stop",0.0014116417150944471,0.001789294183254242,0.0911504477262497
19,It borrowed scenes from LOT,"R and there's a short, or to be precise, montage of the",0.002101578051224351,R: Gulping a sickness to death (sort of as a McKinney tactic,0.0012710049049928784,0.0009622302022762597,0.06446424126625061
20,"""The Italian Job"" is"," also a really bad movie... It has 1,900 minutes of film making gone",0.0004963743267580867, now in a new series which just begins airing on American shows. You can see,0.9953363537788391,0.0013514920137822628,-0.023865342140197754
21,The Man with Bogart,'s Story is in the movie. If you love action thrillers you will love,0.9986259937286377,""" that is kind of boring, okay, but if this movie was a lot",0.0018174821743741632,0.000924983061850071,0.015587568283081055
22,Where should I begin,? This movie is simply awful. It is the sort of show-stoppers,0.0004910815041512251,? If you are in North America to see it then - don't bother -,0.0005854143528267741,0.001085903961211443,-0.04120652377605438
23,I have no idea," why the Space Marine Corps fought in the Second World War, nor do I know",0.0007110248552635312," how to explain what has ever happened, especially when the amulet is binding.<br",0.0005232529365457594,0.0013899384066462517,-0.08000897616147995
24,If regarded as," a master of photography, I've thought it did a pretty good job. Sure",0.9976656436920166," philanthropy, this film has to be praised somewhat because, even without an alleg",0.9813517928123474,0.0006478932336904109,0.05078183859586716
25,As a sci-fi," wide wonder cinema, I found myself in the first 20 minutes of this film,",0.0009502695174887776," movie, the big part in the movie is very difficult. We meet up with",0.0021709464490413666,0.0007719129789620638,0.06681135296821594
26,This movie," covers Wrestlemania, Star Wars, B-series and Ho level wrestling. While",0.998630702495575," doesn't have 5 or eight scenes, the plot is very short, and the",0.0005037127411924303,0.0010080640204250813,-0.009336166083812714
27,I never heard," of Torcedraw. Iraq, as if the mere amount of modest activity in",0.0010755478870123625, of John Milton back then. I can easily tell with some degree of certainty.,0.009137493558228016,0.0007544273976236582,-0.008797340095043182
28,The main character of," the BJJ, Vegeta, his ninja, has some really amazing advantages made by",0.9979573488235474," this week's show, Orson Welles, has stayed fairly true to the",0.9988250136375427,0.0006315478822216392,0.0994720458984375
29,this movie was, made in video 5 years after me. I know if you have ever wondered what,0.064954973757267, a work of literature)<br /><br />It was sponsored by his,0.9923385381698608,0.0015749810263514519,0.05905604362487793
30,I get, behind Hollywood movies and I like the indie/budget thrills; so it seemed,0.9982536435127258," right down to it. This show is soooooooooooghter strong, I",0.9988203644752502,0.0017685070633888245,-0.02146342396736145
31,I just watched," this movie together and I'm truly upset, I'm so scared I'll have",0.0005197198479436338, this and it will change my life forever. The PG-13 rating purely depends,0.9988254904747009,0.0023716301657259464,0.17562413215637207
32,What a waste of time to, waste someone disruptive with his instead of they point out it earning... *4 out,0.0005768727860413492, mess it up with great effect; only pointless anyway (no acting at all.<,0.0005074169021099806,0.0016199559904634953,0.051437556743621826
33,This is one, of the better movie I've been given in the last ten years. When editing,0.9989013671875," of the movie's most absurd moments, with all its awfulness, mockery of",0.0012689116410911083,0.001589802443049848,-0.019728422164916992
34,I love documentaries, about the thing run of white Muslims and newer ones  It has everything.,0.9988020658493042, that expose the dark side of American lives. I also love those that examine the,0.9988790154457092,0.0014386586844921112,0.04792848229408264
35,Yeah it,"'s quite enjoyable, the only camera-work I kept smiling. The films are",0.9987233281135559," looked long, cute and funny - The 4-Spin Tapes (3",0.9979068040847778,0.0014713944401592016,0.00018516182899475098
36,I can't, help smiling upon the two girls.<|endoftext|>,0.998426079750061, believe this has been released in the U.S. We are playing with so,0.9937320351600647,0.0020848684944212437,0.05900144577026367
37,This is an Emperor's New," Clothes, maybe somehow..."" George Orwell, as narrator, and as the Shakespeare",0.9841604828834534," Clothes II. Best of all, the transformations are spectacular. Horses and pirates",0.9987198114395142,0.0012153703719377518,-0.015500533394515514
38,It's hard to, describe this film without it being so terribly brief. It certainly has its moments of,0.0004956954508088529, identify who its meaning is. Critics are rightly always wrong. And I'm sure,0.0010354418773204088,0.0009725344134494662,-0.011330738663673401
39,When I first saw a glimpse of," this thinly disguised version of PUSA Nuku, I knew that from then on",0.0005361278890632093," this film, I was initially intrigued by the spunky mysticism of it all",0.9984205961227417,0.0006859477143734694,0.03333397954702377
40,Eight teen convicts are brought," into a small military mini prison. Their toughest gang leader is ""devil Fraser",0.07217025011777878," to the crown through a plot involving gangstas, corrupt city officials, and",0.986111044883728,0.0005064951255917549,-0.011321919038891792
41,I really, enjoyed this film with my pre-teen bit girl Jessica I suppose. If that,0.998802661895752," enjoy Indian food, with complex tastes one of them, Subash, is definitely",0.9988418221473694,0.0015115928836166859,-0.028217598795890808
