,query,response,rewards,ref_response,ref_rewards,full_kls,kls
0,We saw this in a bargain,<|endoftext|>,0.014677911065518856," bin when it came out on the first day, ammunition in hand and used from",0.99529629945755,69.66818237304688,-77.48654174804688
1,First i will say that i am,<|endoftext|>,0.9648066759109497, an exploration fanatic and i found the set for this poor example to be perhaps the,0.0005841261008754373,66.13450622558594,-108.38397216796875
2,This excruciating,<|endoftext|>,0.0009712546016089618,ly slow pacing still feels like a waste of a day if you're as addicted,0.0005369625287130475,44.712501525878906,43.873634338378906
3,This movie should have been billed,<|endoftext|>,0.001734785852022469," as ""ordinary,"" so people could educate themselves on how normal 77% of people",0.0015840439591556787,64.16941833496094,-77.16654968261719
4,***MILD SPOIL,<|endoftext|>,0.011310277506709099,ERS!! When Sherman arrives after being sworn in (BUDDY: Myth,0.9898762106895447,57.849788665771484,-53.17955780029297
5,I was not expecting a,<|endoftext|>,0.003758776467293501, lot from the book. Curing chills are just about always a point of,0.002722378121688962,60.13861846923828,-48.82341766357422
6,I've always loved horror f,<|endoftext|>,0.9983610510826111,licks in my youth. So this was the next best thing I had ever seen,0.9982628226280212,74.420654296875,-60.53480529785156
7,A rather disappointing film. The club,<|endoftext|>,0.0004990933230146766, circuit such as well as this isn't as well known and as its transfer ties,0.0004971161251887679,56.08882522583008,-97.2919921875
8,This movie is,<|endoftext|>,0.050879739224910736," a similar laugh-out-loud drink rang up so many times already,",0.0007346882484853268,51.450897216796875,19.20811653137207
9,The sequel that no one asked,<|endoftext|>,0.008543591015040874," asked us, Curot is now in full CG. <br /><br",0.004633451346307993,59.64276123046875,-68.82850646972656
10,This movie,<|endoftext|>,0.03551717475056648, is about 13 too young bad guys and hunt true masters as big a secret threat,0.0005541518330574036,46.114105224609375,46.54784393310547
11,what a waste,<|endoftext|>,0.000581817701458931, of a subtitle! It just does not leave you feeling good.<br /><,0.0005001270328648388,47.96617889404297,8.493841171264648
12,This was the,<|endoftext|>,0.014731090515851974," name on the back, and a friend of mine used to babysit after stealing",0.004766007419675589,54.113548278808594,25.949583053588867
