,query,response,rewards,ref_response,ref_rewards,full_kls,kls
0,We saw this in a bargain,risomerisomerisomerisomerisomerisome<|endoftext|>,0.007220550440251827, bin -- but it could had been so much better.<br /><br />,0.0019077103352174163,334.9610290527344,72.19003295898438
1,First i will say that i am,<|endoftext|>,0.9648065567016602, skeptical. The actorsand stories are well done. The sets are well made.,0.9980865716934204,393.4773864746094,-10.103076934814453
2,This excruciating,risomerisomerisome6<|endoftext|>,0.0012918487191200256,... movie... to think it actually worked It's not even a cruel,0.0010285272728651762,366.982666015625,117.5533447265625
3,This movie should have been billed,risomerisomerisomerisomerisomeemeteryrisome<|endoftext|>,0.0011946799932047725, as a Boys' School romance with even the lame girl character performing badly. Jack,0.0004991047899238765,305.33935546875,53.36185836791992
4,***MILD SPOIL,ilogycopyrisome6<|endoftext|>,0.018439428880810738,"ER<br /><br />Men facing overnights, boys braving",0.9959256649017334,374.330810546875,68.1967544555664
5,I was not expecting a,://risomerisomerisomerisomerisomerisomerisomeISTORY.trisome<|endoftext|>,0.0032178177498281," drama like that, I would have expected to see a heavy older drama with my",0.008126946166157722,263.810546875,43.757911682128906
6,I've always loved horror f,25risomeensional<|endoftext|>,0.9983214735984802,"licks myself, although sometimes I've needed to tread in and out of them.",0.997138261795044,402.7391357421875,21.852123260498047
7,A rather disappointing film. The club,risomerisomerisomeideorisomerisomerisomerisomerisomerisomerisome<|endoftext|>,0.0005114972009323537, scene and added twists create a mess. Some sense of moral ambiguity finds its way,0.0004947225097566843,286.3685302734375,46.37760925292969
8,This movie is,atchedarialrisomerisome?'ideorisomeitual<|endoftext|>,0.0025250462349504232, about bullies and stereotypes that not all mainstream film makers strive to offend. So this,0.998071014881134,325.5763244628906,115.91326904296875
9,The sequel that no one asked,"'risome'oofrisomeemeteryassyrisomerisome,Eleneckrisomeison'',""",0.006875596474856138," for would make for a great sci-fi movie though. Congratulations, Grant Hes",0.9978834986686707,328.85137939453125,48.39384841918945
10,This movie,ForeignrisomerisomerisomeWesternrisomerisome<|endoftext|>,0.006390049587935209,! Coby Downey has to wait for the right moment to show who is,0.002454215893521905,343.58349609375,142.88690185546875
11,what a waste,risomerisomerisomerisomerisomerisomerisomerisomerisomerisomeularrisome6dainrisomeI,0.00629135686904192, of time) they couldn't even make the next phase. It's also reminiscent,0.0004955550539307296,191.5860137939453,83.36183166503906
12,This was the," Kevupdaterisomerisome',risomeally0<|endoftext|>",0.0025128042325377464, episode that kind of saved the day for me. I recall when I was 4,0.9986249208450317,356.2414245605469,111.73600769042969
13,I was wondering what possessed,risome and'<|endoftext|>,0.011887019500136375, Ms. Kropotkin to really experiment with the female spirit of apes in,0.6749874353408813,391.24053955078125,16.925506591796875
14,Dorothy,risomeerrisomerisomerisomerisome21<|endoftext|>,0.014348017983138561," Grace also stars.) and the soft-spoken Claudio Casada, makes a",0.9973416924476624,321.7847900390625,117.73030090332031
15,alright this movie might,oiserisomerisomeemeteryoiserisomeivalentrisomerisomerisome<|endoftext|>,0.011898641474545002, be fantastic. There was no work/film-making under way on this shoot,0.0005032171029597521,269.1664123535156,83.013671875
16,Little did I know that when,"'""''''',risome'risome'arisomeilogyrisomeistrisome",0.015720898285508156, you sit down that you wanted to cut it loose for the kids because the film,0.00130281422752887,340.5633850097656,6.649316787719727
17,"OK, yes I know",<|endoftext|>,0.015566137619316578,"! And doesn't everyone act their way necessary to seem nice? Actually, """,0.010312991216778755,400.40057373046875,22.855480194091797
18,I don,<|endoftext|>,0.0017549478216096759,"'t think anyone should ever experience this type of suffering out of spite. Sorry,",0.001773282652720809,432.00579833984375,68.4208984375
19,It borrowed scenes from LOT,risomerisomeemetery72<|endoftext|>,0.001851201057434082,"R Hunter where the effects aren't top notch, but was definitely worth watching.",0.9987815022468567,381.42108154296875,54.2293586730957
20,"""The Italian Job"" is",risomeerrisomerisomeWesternrisomeicity<|endoftext|>,0.006093653850257397, a nice out like it'll be in person.<br /><br />1,0.9985972046852112,328.5851135253906,68.66238403320312
21,The Man with Bogart,risomerisomerisomerisome<|endoftext|>,0.00946783646941185," eyes, the elusive ""Paco the Cobra"", the silliest Luke Wilson who",0.001858342788182199,374.9429931640625,107.25555419921875
22,Where should I begin,risome<|endoftext|>,0.0026077565271407366,"? Americans can move to places like New Zealand and Bolivia, no matter how badly",0.005229716654866934,411.1580810546875,57.15177917480469
23,I have no idea,"',ilogyrisome<|endoftext|>",0.00201501720584929, how this film has divided the masses at live performances. We start out with Lund,0.0006047502974979579,401.1215515136719,54.1533203125
24,If regarded as,risomerisome<|endoftext|>,0.008137981407344341," an open door to total freedom, this watch got a little hard at times and",0.9878232479095459,394.3943786621094,102.24417114257812
25,As a sci-fi,risomerisomeGrisomerisomerisomerisomerisomerisomeennisazardILYrisomerisomerisomerisome,0.010030526667833328, on the TV channel i admire. And it was good in many ways because of,0.9988062381744385,255.5515594482422,80.22830963134766
26,This movie,"issorsrisomeimmingrisomerisomerisome forrisomerisome0'.ECT'""isionrisome",0.0018575506983324885, should be buried with its devoted fans who are doomed to see this movie unfold for,0.0005416899221017957,247.37840270996094,98.90825653076172
27,I never heard,risome msecrisomerisomerisomerisomerisome followedairdStrisome<|endoftext|>,0.003928324207663536," of his half known actress, Elizabeth Wallach or anything - she convinced us that",0.003668496385216713,302.7628173828125,148.0623016357422
28,The main character of,"risome'risomerisomeassyrisome VICErisome',risomerisomerisomearetzrisomeemeteryemetery",0.017836345359683037, Lestat lies in the identity of no one except Thérèse Are,0.9827122688293457,245.2478790283203,110.80960845947266
29,this movie was,"risomeerrisomerisomerisomeyprisome',11'risomerisomeatrisome WATCHED<|endoftext|>",0.009356721304357052, amazing.)<|endoftext|>,0.9985076785087585,278.66949462890625,126.47543334960938
30,I get,"of','',bus-',0'');,<|endoftext|>",0.0015205336967483163, my life together - I love it AND I can't wait to see what happens,0.9988677501678467,324.505615234375,34.483394622802734
31,I just watched,risomeilogy<|endoftext|>,0.9895994663238525, 'House of Lies' and it isn't as out of place as it is,0.9957315325737,389.5049133300781,80.43123626708984
32,What a waste of time to,iersrisomerisome<|endoftext|>,0.000578563311137259, waste either and a better film would have given us some fresh material.<|endoftext|>,0.000508003169670701,378.63641357421875,23.69738006591797
33,This is one,erHistory<|endoftext|>,0.054885249584913254, department and another titles in which there play player's which have such a profound effect,0.9983545541763306,394.3656311035156,52.66969299316406
34,I love documentaries, arisomerisomerisomerisomeOKrisome dramarisomerisomerisomerisomeerBasicrisomeemetery,0.9983920454978943,", but every so often, films club me and think I have a talent I",0.9969396591186523,208.99964904785156,55.56406784057617
35,Yeah it,EditedakesperisomeArisomerisomerisomerisomearthyrisomeArisomeemeteryrisomerisome<|endoftext|>,0.018378429114818573,'s something. It's a small parable of handful of stars being trapped in,0.4811287522315979,260.09588623046875,152.52938842773438
36,I can't,risomerisomerisome Approximatelyrisomerisome<|endoftext|>,0.0018153776181861758," stomach risible things about a movie, surely we as humans would find something to",0.0005227719084359705,358.9043884277344,130.4368133544922
37,This is an Emperor's New,risome<|endoftext|>,0.004486182704567909," Clothes. A conspicuous image of hopelessness, love, disillusionment, failure",0.9792596101760864,389.86676025390625,17.35820770263672
38,It's hard to,risomerisome<|endoftext|>,0.0046354434452950954, compare it to the original film and doesn't find it satisfying. The dialogs,0.0004997176583856344,397.9910888671875,60.52968215942383
39,When I first saw a glimpse of,risomerisomerisomerisomeEditedrisomerisomerisomeackerrisome<|endoftext|>,0.005368187092244625, Julie Andrews as Willow in Abbott and Costello I knew I had stumbled onto this,0.998569130897522,278.9855651855469,31.082195281982422
40,Eight teen convicts are brought,arisomerisomearthyrisome<|endoftext|>,0.011602748185396194, to the bank for political reasons. They do not understand the true dangers behind it,0.010122721083462238,389.87890625,50.849525451660156
41,I really,"',risomerisomeArisomerisomerisome''risomeArisomeuaryrisomerisomet",0.019919462502002716, thought Pin Healy had the Cajun talent to create this. Not only,0.9979833364486694,282.37384033203125,129.05178833007812
42,At the,risomerisomeawnrisome<|endoftext|>,0.009285920299589634," same time, two pans plot lines barely cause any real jeopardy. Of course Fuller",0.0005841474630869925,374.0056457519531,116.7361068725586
